name,start,end,concert
Wein am Stein,2024-07-24 16:30:00,2024-07-24 23:59:59,0
Hafensommer,2024-07-25 00:00:00,2024-07-25 23:59:00,0
Wein am Stein,2024-07-25 16:30:00,2024-07-25 23:59:59,0
Hafensommer,2024-07-26 00:00:00,2024-07-26 23:59:00,0
Wein am Stein,2024-07-26 16:30:00,2024-07-26 23:59:59,0
Hafensommer,2024-07-27 00:00:00,2024-07-27 23:59:00,0
Wein am Stein,2024-07-27 15:30:00,2024-07-27 23:59:59,0
Hafensommer,2024-07-28 00:00:00,2024-07-28 23:59:00,0
Wein am Stein,2024-07-28 15:30:00,2024-07-28 23:59:59,0
Hafensommer,2024-07-29 00:00:00,2024-07-29 23:59:00,0
Hafensommer,2024-07-30 00:00:00,2024-07-30 23:59:00,0
Hafensommer,2024-07-31 00:00:00,2024-07-31 23:59:00,0
Hafensommer,2024-08-01 00:00:00,2024-08-01 23:59:00,0
Hafensommer,2024-08-02 00:00:00,2024-08-02 23:59:00,0
Hafensommer,2024-08-03 00:00:00,2024-08-03 23:59:00,0
Hafensommer,2024-08-04 00:00:00,2024-08-04 23:59:00,0
Weinparade,2024-08-22 11:00:00,2024-08-22 23:00:00,0
Weinparade,2024-08-23 11:00:00,2024-08-23 23:30:00,0
Weinparade,2024-08-24 11:00:00,2024-08-24 23:30:00,0
Weinparade,2024-08-25 11:00:00,2024-08-25 23:00:00,0
Weinparade,2024-08-26 11:00:00,2024-08-26 23:00:00,0
Weinparade,2024-08-27 11:00:00,2024-08-27 23:00:00,0
Weinparade,2024-08-28 11:00:00,2024-08-28 23:00:00,0
Weinparade,2024-08-29 11:00:00,2024-08-29 23:00:00,0
Weinparade,2024-08-30 11:00:00,2024-08-30 23:30:00,0
Weinparade,2024-08-31 11:00:00,2024-08-31 23:30:00,0
Weinparade,2024-09-01 11:00:00,2024-09-01 23:00:00,0
Stramu,2024-09-06 15:00:00,2024-09-06 22:00:00,0
Stramu,2024-09-07 12:00:00,2024-09-07 22:00:00,0
Stramu,2024-09-08 12:00:00,2024-09-08 22:00:00,0
Stadtfest,2024-09-13 15:00:00,2024-09-13 23:00:00,0
Stadtfest,2024-09-14 10:00:00,2024-09-14 23:00:00,0
Mantelsonntag,2024-10-27 13:00:00,2024-10-27 18:00:00,0
Black Friday,2024-11-29 10:00:00,2024-11-29 20:00:00,0
Weihnachtsmarkt,2024-11-29 10:00:00,2024-11-29 20:30:00,0
Weihnachtsmarkt,2024-11-30 10:00:00,2024-11-30 20:30:00,0
Lichterglanz,2024-11-30 18:00:00,2024-11-30 23:00:00,0
Weihnachtsmarkt,2024-12-01 11:00:00,2024-12-01 20:30:00,0
Weihnachtsmarkt,2024-12-02 10:00:00,2024-12-02 20:30:00,0
Weihnachtsmarkt,2024-12-03 10:00:00,2024-12-03 20:30:00,0
Weihnachtsmarkt,2024-12-04 10:00:00,2024-12-04 20:30:00,0
Weihnachtsmarkt,2024-12-05 10:00:00,2024-12-05 20:30:00,0
Weihnachtsmarkt,2024-12-06 10:00:00,2024-12-06 20:30:00,0
Weihnachtsmarkt,2024-12-07 10:00:00,2024-12-07 20:30:00,0
Weihnachtsmarkt,2024-12-08 11:00:00,2024-12-08 20:30:00,0
Weihnachtsmarkt,2024-12-09 10:00:00,2024-12-09 20:30:00,0
Weihnachtsmarkt,2024-12-10 10:00:00,2024-12-10 20:30:00,0
Weihnachtsmarkt,2024-12-11 10:00:00,2024-12-11 20:30:00,0
Weihnachtsmarkt,2024-12-12 10:00:00,2024-12-12 20:30:00,0
Weihnachtsmarkt,2024-12-13 10:00:00,2024-12-13 20:30:00,0
Weihnachtsmarkt,2024-12-14 10:00:00,2024-12-14 20:30:00,0
Weihnachtsmarkt,2024-12-15 11:00:00,2024-12-15 20:30:00,0
Weihnachtsmarkt,2024-12-16 10:00:00,2024-12-16 20:30:00,0
Weihnachtsmarkt,2024-12-17 10:00:00,2024-12-17 20:30:00,0
Weihnachtsmarkt,2024-12-18 10:00:00,2024-12-18 20:30:00,0
Weihnachtsmarkt,2024-12-19 10:00:00,2024-12-19 20:30:00,0
Weihnachtsmarkt,2024-12-20 10:00:00,2024-12-20 20:30:00,0
Weihnachtsmarkt,2024-12-21 10:00:00,2024-12-21 20:30:00,0
Weihnachtsmarkt,2024-12-22 11:00:00,2024-12-22 20:30:00,0
Weihnachtsmarkt,2024-12-23 10:00:00,2024-12-23 20:30:00,0
Faschingszug,2025-03-02 11:55:00,2025-03-02 23:59:00,0
Faschingszug,2025-03-02 11:55:00,2025-03-02 23:59:00,0
Frühjahrsvolksfest,2025-03-29 14:00:00,2025-04-13 22:30:00,0
Frühjahrsvolksfest,2025-03-29 14:00:00,2025-03-29 23:59:00,0
Frühjahrsvolksfest,2025-03-29 14:00:00,2025-03-29 23:59:00,0
Frühjahrsvolksfest,2025-03-29 14:00:00,2025-04-13 22:30:00,0
Frühjahrsvolksfest,2025-03-29 14:00:00,2025-03-29 23:59:00,0
Frühjahrsvolksfest,2025-03-30 12:00:00,2025-03-30 22:30:00,0
Frühjahrsvolksfest,2025-03-30 12:00:00,2025-03-30 22:30:00,0
Frühjahrsvolksfest,2025-03-30 12:00:00,2025-03-30 22:30:00,0
Frühjahrsvolksfest,2025-03-31 14:00:00,2025-03-31 23:00:00,0
Frühjahrsvolksfest,2025-03-31 14:00:00,2025-03-31 23:00:00,0
Frühjahrsvolksfest,2025-03-31 14:00:00,2025-03-31 23:00:00,0
Frühjahrsvolksfest,2025-04-01 14:00:00,2025-04-01 23:00:00,0
Frühjahrsvolksfest,2025-04-01 14:00:00,2025-04-01 23:00:00,0
Frühjahrsvolksfest,2025-04-01 14:00:00,2025-04-01 23:00:00,0
Frühjahrsvolksfest,2025-04-02 14:00:00,2025-04-02 23:00:00,0
Frühjahrsvolksfest,2025-04-02 14:00:00,2025-04-02 23:00:00,0
Frühjahrsvolksfest,2025-04-02 14:00:00,2025-04-02 23:00:00,0
Frühjahrsvolksfest,2025-04-03 14:00:00,2025-04-03 23:00:00,0
Frühjahrsvolksfest,2025-04-03 14:00:00,2025-04-03 23:00:00,0
Frühjahrsvolksfest,2025-04-03 14:00:00,2025-04-03 23:00:00,0
Frühjahrsvolksfest,2025-04-04 14:00:00,2025-04-04 23:59:00,0
Frühjahrsvolksfest,2025-04-04 14:00:00,2025-04-04 23:59:00,0
Frühjahrsvolksfest,2025-04-04 14:00:00,2025-04-04 23:59:00,0
Frühjahrsvolksfest,2025-04-05 14:00:00,2025-04-05 23:59:00,0
Frühjahrsvolksfest,2025-04-05 14:00:00,2025-04-05 23:59:00,0
Frühjahrsvolksfest,2025-04-05 14:00:00,2025-04-05 23:59:00,0
Residenzlauf,2025-04-06 10:30:00,2025-04-06 17:00:00,0
Residenzlauf,2025-04-06 10:30:00,2025-04-06 17:00:00,0
Frühjahrsvolksfest,2025-04-06 12:00:00,2025-04-06 22:30:00,0
Frühjahrsvolksfest,2025-04-06 12:00:00,2025-04-06 22:30:00,0
Frühjahrsvolksfest,2025-04-06 12:00:00,2025-04-06 22:30:00,0
Frühjahrsvolksfest,2025-04-07 14:00:00,2025-04-07 23:00:00,0
Frühjahrsvolksfest,2025-04-07 14:00:00,2025-04-07 23:00:00,0
Frühjahrsvolksfest,2025-04-07 14:00:00,2025-04-07 23:00:00,0
Frühjahrsvolksfest,2025-04-08 14:00:00,2025-04-08 23:00:00,0
Frühjahrsvolksfest,2025-04-08 14:00:00,2025-04-08 23:00:00,0
Frühjahrsvolksfest,2025-04-08 14:00:00,2025-04-08 23:00:00,0
Frühjahrsvolksfest,2025-04-09 14:00:00,2025-04-09 23:00:00,0
Frühjahrsvolksfest,2025-04-09 14:00:00,2025-04-09 23:00:00,0
Frühjahrsvolksfest,2025-04-09 14:00:00,2025-04-09 23:00:00,0
Frühjahrsvolksfest,2025-04-10 14:00:00,2025-04-10 23:00:00,0
Frühjahrsvolksfest,2025-04-10 14:00:00,2025-04-10 23:00:00,0
Frühjahrsvolksfest,2025-04-10 14:00:00,2025-04-10 23:00:00,0
Frühjahrsvolksfest,2025-04-11 14:00:00,2025-04-11 23:59:00,0
Frühjahrsvolksfest,2025-04-11 14:00:00,2025-04-11 23:59:00,0
Frühjahrsvolksfest,2025-04-11 14:00:00,2025-04-11 23:59:00,0
Frühjahrsvolksfest,2025-04-12 14:00:00,2025-04-12 23:59:00,0
Frühjahrsvolksfest,2025-04-12 14:00:00,2025-04-12 23:59:00,0
Frühjahrsvolksfest,2025-04-12 14:00:00,2025-04-12 23:59:00,0
Frühjahrsvolksfest,2025-04-13 12:00:00,2025-04-13 22:30:00,0
Frühjahrsvolksfest,2025-04-13 12:00:00,2025-04-13 22:30:00,0
Frühjahrsvolksfest,2025-04-13 12:00:00,2025-04-13 22:30:00,0
Mozartfest,2025-05-24 00:00:00,2025-06-23 23:59:00,0
Mozartfest,2025-05-24 00:00:00,2025-06-23 23:59:00,0
Weindorf,2025-05-28 17:00:00,2025-05-28 23:59:00,0
Weindorf,2025-05-28 17:00:00,2025-05-28 23:59:00,0
Weindorf,2025-05-28 17:00:00,2025-06-09 23:30:00,0
Weindorf,2025-05-28 17:00:00,2025-05-28 23:59:00,0
Weindorf,2025-05-28 17:00:00,2025-06-09 23:30:00,0
Weindorf,2025-05-29 11:00:00,2025-05-29 23:59:00,0
Weindorf,2025-05-29 11:00:00,2025-05-29 23:59:00,0
Afrika Festival,2025-05-29 11:00:00,2025-05-29 23:59:00,0
Afrika Festival,2025-05-29 11:00:00,2025-05-29 23:59:00,0
Weindorf,2025-05-29 11:00:00,2025-05-29 23:59:00,0
Afrika Festival,2025-05-29 11:00:00,2025-05-29 23:59:00,0
Afrika Festival,2025-05-30 11:00:00,2025-05-30 23:59:00,0
Weindorf,2025-05-30 11:00:00,2025-05-30 23:59:00,0
Afrika Festival,2025-05-30 11:00:00,2025-05-30 23:59:00,0
Weindorf,2025-05-30 11:00:00,2025-05-30 23:59:00,0
Afrika Festival,2025-05-30 11:00:00,2025-05-30 23:59:00,0
Weindorf,2025-05-30 11:00:00,2025-05-30 23:59:00,0
Weindorf,2025-05-31 11:00:00,2025-05-31 23:59:00,0
Weindorf,2025-05-31 11:00:00,2025-05-31 23:59:00,0
Afrika Festival,2025-05-31 11:00:00,2025-05-31 23:59:00,0
Weindorf,2025-05-31 11:00:00,2025-05-31 23:59:00,0
Afrika Festival,2025-05-31 11:00:00,2025-05-31 23:59:00,0
Afrika Festival,2025-05-31 11:00:00,2025-05-31 23:59:00,0
Weindorf,2025-06-01 11:00:00,2025-06-01 23:59:00,0
Weindorf,2025-06-01 11:00:00,2025-06-01 23:59:00,0
Afrika Festival,2025-06-01 11:00:00,2025-06-01 23:59:00,0
Afrika Festival,2025-06-01 11:00:00,2025-06-01 23:59:00,0
Afrika Festival,2025-06-01 11:00:00,2025-06-01 23:59:00,0
Weindorf,2025-06-01 11:00:00,2025-06-01 23:59:00,0
Weindorf,2025-06-02 11:00:00,2025-06-02 23:59:00,0
Weindorf,2025-06-02 11:00:00,2025-06-02 23:59:00,0
Weindorf,2025-06-02 11:00:00,2025-06-02 23:59:00,0
Weindorf,2025-06-03 11:00:00,2025-06-03 23:59:00,0
Weindorf,2025-06-03 11:00:00,2025-06-03 23:59:00,0
Weindorf,2025-06-03 11:00:00,2025-06-03 23:59:00,0
Weindorf,2025-06-04 11:00:00,2025-06-04 23:59:00,0
Weindorf,2025-06-04 11:00:00,2025-06-04 23:59:00,0
Weindorf,2025-06-04 11:00:00,2025-06-04 23:59:00,0
Weindorf,2025-06-05 11:00:00,2025-06-05 23:59:00,0
Weindorf,2025-06-05 11:00:00,2025-06-05 23:59:00,0
Weindorf,2025-06-05 11:00:00,2025-06-05 23:59:00,0
Weindorf,2025-06-06 11:00:00,2025-06-06 23:59:00,0
Weindorf,2025-06-06 11:00:00,2025-06-06 23:59:00,0
Weindorf,2025-06-06 11:00:00,2025-06-06 23:59:00,0
Weindorf,2025-06-07 11:00:00,2025-06-07 23:59:00,0
Weindorf,2025-06-07 11:00:00,2025-06-07 23:59:00,0
Weindorf,2025-06-07 11:00:00,2025-06-07 23:59:00,0
Weindorf,2025-06-08 11:00:00,2025-06-08 23:59:00,0
Weindorf,2025-06-08 11:00:00,2025-06-08 23:59:00,0
Weindorf,2025-06-08 11:00:00,2025-06-08 23:59:00,0
Weindorf,2025-06-09 11:00:00,2025-06-09 23:59:00,0
Weindorf,2025-06-09 11:00:00,2025-06-09 23:59:00,0
Weindorf,2025-06-09 11:00:00,2025-06-09 23:59:00,0
Umsonst & Draußen,2025-06-19 16:30:00,2025-06-19 22:00:00,0
Umsonst & Draußen,2025-06-19 16:30:00,2025-06-19 22:00:00,0
Umsonst & Draußen,2025-06-19 16:30:00,2025-06-19 22:00:00,0
Umsonst & Draußen,2025-06-20 16:30:00,2025-06-20 22:00:00,0
Umsonst & Draußen,2025-06-20 16:30:00,2025-06-20 22:00:00,0
Umsonst & Draußen,2025-06-20 16:30:00,2025-06-20 22:00:00,0
Umsonst & Draußen,2025-06-21 12:30:00,2025-06-21 22:00:00,0
Umsonst & Draußen,2025-06-21 12:30:00,2025-06-21 22:00:00,0
Umsonst & Draußen,2025-06-21 12:30:00,2025-06-21 22:00:00,0
Umsonst & Draußen,2025-06-22 10:30:00,2025-06-22 22:00:00,0
Umsonst & Draußen,2025-06-22 10:30:00,2025-06-22 22:00:00,0
Umsonst & Draußen,2025-06-22 10:30:00,2025-06-22 22:00:00,0
Kiliani,2025-07-04 14:00:00,2025-07-05 01:00:00,0
Kiliani,2025-07-04 14:00:00,2025-07-05 01:00:00,0
Kiliani,2025-07-04 14:00:00,2025-07-05 01:00:00,0
Kiliani,2025-07-05 14:00:00,2025-07-06 01:00:00,0
Kiliani,2025-07-05 14:00:00,2025-07-06 01:00:00,0
Kiliani,2025-07-05 14:00:00,2025-07-06 01:00:00,0
Kiliani,2025-07-06 12:00:00,2025-07-07 01:00:00,0
Kiliani,2025-07-06 12:00:00,2025-07-07 01:00:00,0
Kiliani,2025-07-06 12:00:00,2025-07-07 01:00:00,0
Kiliani,2025-07-07 14:00:00,2025-07-07 23:59:00,0
Kiliani,2025-07-07 14:00:00,2025-07-07 23:59:00,0
Kiliani,2025-07-07 14:00:00,2025-07-07 23:59:00,0
Kiliani,2025-07-08 14:00:00,2025-07-08 23:59:00,0
Kiliani,2025-07-08 14:00:00,2025-07-08 23:59:00,0
Kiliani,2025-07-08 14:00:00,2025-07-08 23:59:00,0
Kiliani,2025-07-09 14:00:00,2025-07-09 23:59:00,0
Kiliani,2025-07-09 14:00:00,2025-07-09 23:59:00,0
Kiliani,2025-07-09 14:00:00,2025-07-09 23:59:00,0
Kiliani,2025-07-10 14:00:00,2025-07-10 23:59:00,0
Kiliani,2025-07-10 14:00:00,2025-07-10 23:59:00,0
Kiliani,2025-07-10 14:00:00,2025-07-10 23:59:00,0
Kiliani,2025-07-11 14:00:00,2025-07-12 01:00:00,0
Kiliani,2025-07-11 14:00:00,2025-07-12 01:00:00,0
Kiliani,2025-07-11 14:00:00,2025-07-12 01:00:00,0
Kiliani,2025-07-12 14:00:00,2025-07-13 01:00:00,0
Kiliani,2025-07-12 14:00:00,2025-07-13 01:00:00,0
Kiliani,2025-07-12 14:00:00,2025-07-13 01:00:00,0
Kiliani,2025-07-13 12:00:00,2025-07-14 01:00:00,0
Kiliani,2025-07-13 12:00:00,2025-07-14 01:00:00,0
Kiliani,2025-07-13 12:00:00,2025-07-14 01:00:00,0
Kiliani,2025-07-14 14:00:00,2025-07-14 23:59:00,0
Kiliani,2025-07-14 14:00:00,2025-07-14 23:59:00,0
Kiliani,2025-07-14 14:00:00,2025-07-14 23:59:00,0
Kiliani,2025-07-15 14:00:00,2025-07-15 23:59:00,0
Kiliani,2025-07-15 14:00:00,2025-07-15 23:59:00,0
Kiliani,2025-07-15 14:00:00,2025-07-15 23:59:00,0
Kiliani,2025-07-16 14:00:00,2025-07-16 23:59:00,0
Kiliani,2025-07-16 14:00:00,2025-07-16 23:59:00,0
Kiliani,2025-07-16 14:00:00,2025-07-16 23:59:00,0
Kiliani,2025-07-17 14:00:00,2025-07-17 23:59:00,0
Kiliani,2025-07-17 14:00:00,2025-07-17 23:59:00,0
Kiliani,2025-07-17 14:00:00,2025-07-17 23:59:00,0
Kiliani,2025-07-18 14:00:00,2025-07-19 01:00:00,0
Kiliani,2025-07-18 14:00:00,2025-07-19 01:00:00,0
Kiliani,2025-07-18 14:00:00,2025-07-19 01:00:00,0
Kiliani,2025-07-19 14:00:00,2025-07-20 01:00:00,0
Kiliani,2025-07-19 14:00:00,2025-07-20 01:00:00,0
Kiliani,2025-07-19 14:00:00,2025-07-20 01:00:00,0
Kiliani,2025-07-20 12:00:00,2025-07-21 01:00:00,0
Kiliani,2025-07-20 12:00:00,2025-07-21 01:00:00,0
Kiliani,2025-07-20 12:00:00,2025-07-21 01:00:00,0
Stadtfest,2025-09-12 15:00:00,2025-09-12 23:00:00,0
Stadtfest,2025-09-12 15:00:00,2025-09-12 23:00:00,0
Stadtfest,2025-09-12 15:00:00,2025-09-12 23:00:00,0
Stadtfest,2025-09-13 10:00:00,2025-09-13 23:00:00,0
Stadtfest,2025-09-13 10:00:00,2025-09-13 23:00:00,0
Stadtfest,2025-09-13 10:00:00,2025-09-13 23:00:00,0
Black Friday,2025-11-28 10:00:00,2025-11-28 20:00:00,0
Weihnachtsmarkt,2025-11-28 10:00:00,2025-11-28 20:30:00,0
Black Friday,2025-11-28 10:00:00,2025-11-28 20:00:00,0
Weihnachtsmarkt,2025-11-28 10:00:00,2025-11-28 20:30:00,0
Black Friday,2025-11-28 10:00:00,2025-11-28 20:00:00,0
Weihnachtsmarkt,2025-11-28 10:00:00,2025-11-28 20:30:00,0
Weihnachtsmarkt,2025-11-29 10:00:00,2025-11-29 20:30:00,0
Weihnachtsmarkt,2025-11-29 10:00:00,2025-11-29 20:30:00,0
Weihnachtsmarkt,2025-11-29 10:00:00,2025-11-29 20:30:00,0
Weihnachtsmarkt,2025-11-30 11:00:00,2025-11-30 20:30:00,0
Weihnachtsmarkt,2025-11-30 11:00:00,2025-11-30 20:30:00,0
Weihnachtsmarkt,2025-11-30 11:00:00,2025-11-30 20:30:00,0
Weihnachtsmarkt,2025-12-01 10:00:00,2025-12-01 20:30:00,0
Weihnachtsmarkt,2025-12-01 10:00:00,2025-12-01 20:30:00,0
Weihnachtsmarkt,2025-12-01 10:00:00,2025-12-01 20:30:00,0
Weihnachtsmarkt,2025-12-02 10:00:00,2025-12-02 20:30:00,0
Weihnachtsmarkt,2025-12-02 10:00:00,2025-12-02 20:30:00,0
Weihnachtsmarkt,2025-12-02 10:00:00,2025-12-02 20:30:00,0
Weihnachtsmarkt,2025-12-03 10:00:00,2025-12-03 20:30:00,0
Weihnachtsmarkt,2025-12-03 10:00:00,2025-12-03 20:30:00,0
Weihnachtsmarkt,2025-12-03 10:00:00,2025-12-03 20:30:00,0
Weihnachtsmarkt,2025-12-04 10:00:00,2025-12-04 20:30:00,0
Weihnachtsmarkt,2025-12-04 10:00:00,2025-12-04 20:30:00,0
Weihnachtsmarkt,2025-12-04 10:00:00,2025-12-04 20:30:00,0
Weihnachtsmarkt,2025-12-05 10:00:00,2025-12-05 20:30:00,0
Weihnachtsmarkt,2025-12-05 10:00:00,2025-12-05 20:30:00,0
Weihnachtsmarkt,2025-12-05 10:00:00,2025-12-05 20:30:00,0
Weihnachtsmarkt,2025-12-06 10:00:00,2025-12-06 20:30:00,0
Weihnachtsmarkt,2025-12-06 10:00:00,2025-12-06 20:30:00,0
Weihnachtsmarkt,2025-12-06 10:00:00,2025-12-06 20:30:00,0
Weihnachtsmarkt,2025-12-07 11:00:00,2025-12-07 20:30:00,0
Weihnachtsmarkt,2025-12-07 11:00:00,2025-12-07 20:30:00,0
Weihnachtsmarkt,2025-12-07 11:00:00,2025-12-07 20:30:00,0
Weihnachtsmarkt,2025-12-08 10:00:00,2025-12-08 20:30:00,0
Weihnachtsmarkt,2025-12-08 10:00:00,2025-12-08 20:30:00,0
Weihnachtsmarkt,2025-12-08 10:00:00,2025-12-08 20:30:00,0
Weihnachtsmarkt,2025-12-09 10:00:00,2025-12-09 20:30:00,0
Weihnachtsmarkt,2025-12-09 10:00:00,2025-12-09 20:30:00,0
Weihnachtsmarkt,2025-12-09 10:00:00,2025-12-09 20:30:00,0
Weihnachtsmarkt,2025-12-10 10:00:00,2025-12-10 20:30:00,0
Weihnachtsmarkt,2025-12-10 10:00:00,2025-12-10 20:30:00,0
Weihnachtsmarkt,2025-12-10 10:00:00,2025-12-10 20:30:00,0
Weihnachtsmarkt,2025-12-11 10:00:00,2025-12-11 20:30:00,0
Weihnachtsmarkt,2025-12-11 10:00:00,2025-12-11 20:30:00,0
Weihnachtsmarkt,2025-12-11 10:00:00,2025-12-11 20:30:00,0
Weihnachtsmarkt,2025-12-12 10:00:00,2025-12-12 20:30:00,0
Weihnachtsmarkt,2025-12-12 10:00:00,2025-12-12 20:30:00,0
Weihnachtsmarkt,2025-12-12 10:00:00,2025-12-12 20:30:00,0
Weihnachtsmarkt,2025-12-13 10:00:00,2025-12-13 20:30:00,0
Weihnachtsmarkt,2025-12-13 10:00:00,2025-12-13 20:30:00,0
Weihnachtsmarkt,2025-12-13 10:00:00,2025-12-13 20:30:00,0
Weihnachtsmarkt,2025-12-14 11:00:00,2025-12-14 20:30:00,0
Weihnachtsmarkt,2025-12-14 11:00:00,2025-12-14 20:30:00,0
Weihnachtsmarkt,2025-12-14 11:00:00,2025-12-14 20:30:00,0
Weihnachtsmarkt,2025-12-15 10:00:00,2025-12-15 20:30:00,0
Weihnachtsmarkt,2025-12-15 10:00:00,2025-12-15 20:30:00,0
Weihnachtsmarkt,2025-12-15 10:00:00,2025-12-15 20:30:00,0
Weihnachtsmarkt,2025-12-16 10:00:00,2025-12-16 20:30:00,0
Weihnachtsmarkt,2025-12-16 10:00:00,2025-12-16 20:30:00,0
Weihnachtsmarkt,2025-12-16 10:00:00,2025-12-16 20:30:00,0
Weihnachtsmarkt,2025-12-17 10:00:00,2025-12-17 20:30:00,0
Weihnachtsmarkt,2025-12-17 10:00:00,2025-12-17 20:30:00,0
Weihnachtsmarkt,2025-12-17 10:00:00,2025-12-17 20:30:00,0
Weihnachtsmarkt,2025-12-18 10:00:00,2025-12-18 20:30:00,0
Weihnachtsmarkt,2025-12-18 10:00:00,2025-12-18 20:30:00,0
Weihnachtsmarkt,2025-12-18 10:00:00,2025-12-18 20:30:00,0
Weihnachtsmarkt,2025-12-19 10:00:00,2025-12-19 20:30:00,0
Weihnachtsmarkt,2025-12-19 10:00:00,2025-12-19 20:30:00,0
Weihnachtsmarkt,2025-12-19 10:00:00,2025-12-19 20:30:00,0
Weihnachtsmarkt,2025-12-20 10:00:00,2025-12-20 20:30:00,0
Weihnachtsmarkt,2025-12-20 10:00:00,2025-12-20 20:30:00,0
Weihnachtsmarkt,2025-12-20 10:00:00,2025-12-20 20:30:00,0
Weihnachtsmarkt,2025-12-21 11:00:00,2025-12-21 20:30:00,0
Weihnachtsmarkt,2025-12-21 11:00:00,2025-12-21 20:30:00,0
Weihnachtsmarkt,2025-12-21 11:00:00,2025-12-21 20:30:00,0
Weihnachtsmarkt,2025-12-22 10:00:00,2025-12-22 20:30:00,0
Weihnachtsmarkt,2025-12-22 10:00:00,2025-12-22 20:30:00,0
Weihnachtsmarkt,2025-12-22 10:00:00,2025-12-22 20:30:00,0
Weihnachtsmarkt,2025-12-23 10:00:00,2025-12-23 20:30:00,0
Weihnachtsmarkt,2025-12-23 10:00:00,2025-12-23 20:30:00,0
Weihnachtsmarkt,2025-12-23 10:00:00,2025-12-23 20:30:00,0
